airline_sentiment,negativereason,airline,airline_sentiment_gold,name,retweet_count,text,tweet_created,tweet_id,tweet_location,user_timezone
negative,Customer Service Issue,United,,callmekaitxo,1,@united I'm try to upgrade my seats to first class but the wait time on the phone is 40 minutes... can you help?,2/20/15 19:32,5.68977E+17,O H I O,Arizona
negative,Flight Booking Problems,United,,Never_Regret_It,0,@united UA7985 is a coshared flight w/ ANA. Unable to check in 24 hrs prior.,2/20/15 19:31,5.68976E+17,,
negative,Customer Service Issue,United,,The_CW,1,@united never flying with you guys ever again. The customer service is piss poor at best.,2/20/15 19:30,5.68976E+17,Ho-Flo/Columbus/NYC,Central Time (US & Canada)
negative,Late Flight,United,,DustinDreams,0,@united when a 2 hour flight turns into a 3:30 ordeal...sigh,2/20/15 19:28,5.68975E+17,With Carmen SanDiego.,Atlantic Time (Canada)
negative,Lost Luggage,United,,LEAisMYidol,1,@united where are our luggages? With a group and over 20 luggages are lost,2/20/15 19:21,5.68974E+17,Lea Michele,
negative,Flight Attendant Complaints,United,,RONISREALTOR,1,"@united assistance with what, the attitude of your staff no matter which airport we are at?",2/20/15 19:21,5.68974E+17,"Fort Lauderdale, FL",Eastern Time (US & Canada)
neutral,,United,,kevinkugler,0,@united Sure.  Follow for a sec and I will.,2/20/15 19:18,5.68973E+17,"Omaha, Nebraska",Central Time (US & Canada)
positive,,United,,lisahsamuel,0,@united Thank you so much for your help with my birthday trip! Tickets are confirmed! :-),2/20/15 19:16,5.68973E+17,"Bellingham, WA",Pacific Time (US & Canada)
neutral,,United,,tbjackson09,0,"@united airlines.
On flight UA 1669.
Need to make UA 3781.
Can u hold the plane for us?",2/20/15 19:16,5.68972E+17,,
positive,,United,,DManonog,0,@united thank you.,2/20/15 19:15,5.68972E+17,,
negative,Damaged Luggage,United,,larissatandy,0,@united when will I hear? Guitar was damaged in December. I use my guitar to earn a living. Get your act together!,2/20/15 19:13,5.68972E+17,"Vancouver, Canada",Melbourne
negative,Customer Service Issue,United,,moonfacestudios,1,@united I was on hold for over 20 minutes and was talking to one of your employees. I asked him for name or id # and he hung up in my face!,2/20/15 19:09,5.68971E+17,DFW area texas,Central Time (US & Canada)
negative,Customer Service Issue,United,,leigh_emery,0,@united I hope so but I've received no help so far. I've been on hold for more than an hour. Can someone speak to me?,2/20/15 19:04,5.68969E+17,"Hoboken, NJ",Eastern Time (US & Canada)
negative,Flight Booking Problems,United,,Snow4meErika,2,"@united tried other flight options as per weblink, non available for next 2 days, frustrating #notgoodenough #poorservice",2/20/15 19:01,5.68969E+17,,
negative,Customer Service Issue,United,,MrsHeyGil,0,@united you asked me to DM then ignore them. Please assist in changing to another flight today- 21 Feb fra to mco avoiding IAD.,2/20/15 19:00,5.68968E+17,"Obersulzbach, Germany",Quito
negative,Customer Service Issue,United,,Snow4meErika,2,@united how do you stay in business with such poor service? #poorservice #notgoodenough http://t.co/VO61LME5ja,2/20/15 18:59,5.68968E+17,,
neutral,,United,,LyndsyRobinson,0,@united Will the airline refuse my Canadian passport with less than 6 months remaining validity? Going to US.,2/20/15 18:57,5.68968E+17,,
neutral,,United,,Merrick757,0,@united what time should I arrive at the airport for my 6:15 am domestic flight out of San Diego?,2/20/15 18:57,5.68968E+17,,
neutral,,United,,GDClearedToLand,2,@United #767 taxing in at #ORD @fly2ohare @AirlineGeeks #avgeek http://t.co/uPocMmuLUN,2/20/15 18:56,5.68967E+17,,
negative,Customer Service Issue,United,,DManonog,0,@united I sent a DM re an existing reservation but no one has responded,2/20/15 18:55,5.68967E+17,,
neutral,,United,,lindork,0,@united I am going to a service desk now to see what the options are.,2/20/15 18:54,5.68967E+17,"Edmonton, Alberta, Canada",Mountain Time (US & Canada)
negative,Can't Tell,United,,xVanDanx,0,@united I miss the Continental days.,2/20/15 18:50,5.68966E+17,Silver Spring,Eastern Time (US & Canada)
negative,Damaged Luggage,United,,xVanDanx,0,@united or how about next time my bag is underweight you guys credit me $200. Or how about I take my business to an airline that cares.,2/20/15 18:50,5.68966E+17,Silver Spring,Eastern Time (US & Canada)
negative,Bad Flight,United,,Csqd,0,"@united It wasn't full, I had plenty of time to go to the gate and check, plus with my status I should have gotten on!?!",2/20/15 18:50,5.68966E+17,"Vail, CO",Mountain Time (US & Canada)
negative,Flight Attendant Complaints,United,,Csqd,1,@united Then why did your staff refuse to let ME on the earlier flight citing my having checked a bag?!?!,2/20/15 18:49,5.68966E+17,"Vail, CO",Mountain Time (US & Canada)
negative,Can't Tell,United,,xVanDanx,0,"@united Thanks for nothing. Next time I'll bring a whole extra suitcase for my 1 extra pound. That makes sense, right?",2/20/15 18:47,5.68965E+17,Silver Spring,Eastern Time (US & Canada)
negative,Cancelled Flight,United,,Snow4meErika,2,"@united first you lost all my bags, now you Cancelled Flight my flight home. 30 min wait to talk to somebody #poorservice #notgoodenough",2/20/15 18:46,5.68965E+17,,
positive,,United,,DrPhilManning,0,"@united Great landing in Denver, next Rapid City. Snow starting to fall...Florida Everglades is a faint sunburn away...here comes the cold!",2/20/15 18:44,5.68965E+17,Location: constantly changing!,
positive,,United,,AmaniHardrict,0,@united Looking forward to flying with you guys as well !!,2/20/15 18:42,5.68964E+17,TRACK ,Atlantic Time (Canada)
negative,Late Flight,United,,paulgomez99,0,@united how is it that my flight #3367 can arrive early and be delayed due to no gate being available. We are now 20 min Late Flight on tarmac,2/20/15 18:40,5.68963E+17,,
negative,Bad Flight,United,,The_CW,0,"@united my flight landed 50 min, but we are being told to stay on the plane, haven't pulled up to the gate &amp; have little to no information.",2/20/15 18:39,5.68963E+17,Ho-Flo/Columbus/NYC,Central Time (US & Canada)
neutral,,United,,neilawinston,1,"@united I have such a love hate relationship with you. Some days you're good, the others you are so terribly awful its saddening",2/20/15 18:38,5.68963E+17,"Cleveland, OH",Eastern Time (US & Canada)
negative,Customer Service Issue,United,,Bee_Branded,0,@united have better customer service at John Wayne airport.,2/20/15 18:37,5.68963E+17,,Arizona
positive,,United,,christinerimay,0,@united Bag was finally delivered and intact. Thanks for your assistance.,2/20/15 18:37,5.68963E+17,Someplace saving something,Eastern Time (US & Canada)
negative,Flight Attendant Complaints,United,,AbePrescher,2,"@united passengers seated, crew ready #WheresThePilot? Flt1088 from ORD. Hope he isn't at the bar.",2/20/15 18:37,5.68963E+17,San Diego,
negative,Customer Service Issue,United,,Jperez201,0,@united Booked 11 tix 1 month ago and now its about $157 CHEAPER and customer service was useless. What's up with that???,2/20/15 18:36,5.68962E+17,Rutgers Business School - NB,Eastern Time (US & Canada)
negative,Late Flight,United,,SamuelRBowles,0,@united is UA938 still taking off at 9:05pm? I'm stuck on the tarmac on UA3462 waiting to get in.,2/20/15 18:33,5.68962E+17,Crowborough,London
negative,Bad Flight,United,,LinaSalazar,0,@united you're right. Good you caught the mechanical failure. Too bad there are no blankets. But ok.,2/20/15 18:30,5.68961E+17,Washington DC,Eastern Time (US & Canada)
negative,Late Flight,United,,bokhary,0,@united - we're sitting in UA1088 getting delayed because the operations can't find captain. #ridiculous #united,2/20/15 18:29,5.68961E+17,"San Diego, CA",Pacific Time (US & Canada)
negative,Can't Tell,United,,MyFitness52,1,@united truly the WORST day of flying I have ever experienced...,2/20/15 18:25,5.6896E+17,Washington,Arizona
positive,,United,,ayangoswami,0,@united. You guys made my day. Treated me well. Thank you!!!,2/20/15 18:20,5.68958E+17,"Hilton Head, SC",
negative,Late Flight,United,,2533107724Paul,1,@united Stuck in Houston because you can't seem to get a plane to the destination on time in perfect flying conditions.,2/20/15 18:19,5.68958E+17,Gig Harbor,
negative,Customer Service Issue,United,,kellanjacobs,1,@united you phone customer service team is bad. Think it is time for me to consider switching airlines.,2/20/15 18:19,5.68958E+17,San Francisco,Pacific Time (US & Canada)
negative,Customer Service Issue,United,,eddietemistokle,1,@united how much longer United?? Been on the phone for over an hour to straighten out a star alliance upgrade!!! http://t.co/U1ViEuiDF5,2/20/15 18:17,5.68958E+17,New York City,Central Time (US & Canada)
neutral,,United,,Thomas_12345,0,@united How can I verify if wheelchair assistance has been requested for my next flight?,2/20/15 18:16,5.68957E+17,,
neutral,,United,,MayhemRevived,1,I left my dildo on the plane is there any way for me to get it back? @united,2/20/15 18:14,5.68957E+17,,
positive,,United,,kevinkugler,0,"@united Don't know her last name, but Karen at your call center is terrific.  Friendly, helpful.  Terrific representative. Kudos.",2/20/15 18:10,5.68956E+17,"Omaha, Nebraska",Central Time (US & Canada)
negative,Can't Tell,United,,leigh_emery,1,@united I'm Cancelled Flighting my #mileageplus card and I will NEVER do business with you again. You clearly don't care about your customers.,2/20/15 18:08,5.68955E+17,"Hoboken, NJ",Eastern Time (US & Canada)
positive,,United,,ThomasRogersSG,0,"@united thank you! Good service, safe flight... 1/2 way home!",2/20/15 18:07,5.68955E+17,,
negative,Customer Service Issue,United,,TaraNorden,0,"Why even ask me to DM you and offer help if you ""can't do anything"" @united #terriblecustomerservice #unitedairlines http://t.co/feC4i3Vwq7",2/20/15 18:07,5.68955E+17,Chicago,Central Time (US & Canada)
negative,Customer Service Issue,United,,tjny753,1,@united Yes and that is appreciated but misinformation damages credibility.  You may want to have someone observe in Newark #fwiw,2/20/15 18:05,5.68955E+17,"Elmira, NY",
negative,Can't Tell,United,,Y_Marms5,0,@united you guys suck!,2/20/15 18:04,5.68954E+17,NY & NJ,Eastern Time (US & Canada)
negative,Flight Attendant Complaints,United,,tompenning,0,"@united never fails, flying FC order ravioli get chicken. Tell the FA she says you should of told me, other people wanted chicken..idiot.",2/20/15 18:03,5.68954E+17,,
negative,Lost Luggage,United,,sjwwalsh,1,@united second time flying into Houston and 45+ mins waiting for luggage at baggage. Typical? Still waiting..,2/20/15 18:03,5.68954E+17,,
positive,,United,,bakedstove,0,"@united Both flights went great and improved my view of your airline, cheers! Flight attendents on UA1022 deserve a raise",2/20/15 18:00,5.68953E+17,"Boston, Massachusetts",Eastern Time (US & Canada)
negative,Customer Service Issue,United,,RONISREALTOR,1,"@united again HORRIBLE service, again attitude when asked for information, again you make me not want to fly UNITED ever. #platinummember",2/20/15 17:58,5.68953E+17,"Fort Lauderdale, FL",Eastern Time (US & Canada)
negative,Customer Service Issue,United,,leigh_emery,0,@united and now your rep just hung up on me after over 35 mins on hold because I asked for a supervisor. I'm furious right now.,2/20/15 17:54,5.68952E+17,"Hoboken, NJ",Eastern Time (US & Canada)
neutral,,United,,aushianya,0,@united I have a question about my interview process I had only one interview but was the last person is that good or bad,2/20/15 17:54,5.68952E+17,,
negative,Late Flight,United,,LinaSalazar,0,@united thank you for 7 hrs at terminal D in Dulles airport http://t.co/IG2dgctt2M,2/20/15 17:53,5.68952E+17,Washington DC,Eastern Time (US & Canada)
negative,Can't Tell,United,,1234567890_,1,@united go bankrupt again and transfer all of your assets to $LUV. That would be great.,2/20/15 17:52,5.68951E+17,"Boulder, CO | Los Angeles, CA",Arizona
neutral,,United,,JPKirchmeier,0,@united landing in Chicago - saw it once we were already airborne.,2/20/15 17:52,5.68951E+17,"Evanston, IL",Central Time (US & Canada)
negative,Flight Booking Problems,United,,majacgray,0,"@united Marcus helped me - good agent, couldn't fix it. Flight was listed on website, but ""unavailable""to book. False advertising much?",2/20/15 17:50,5.68951E+17,"Brooklyn, NY",Eastern Time (US & Canada)
positive,,United,,paigeworthy,0,"@united I may not hit any new status this year, but I۪ve flown several times this year and have tried to book with y۪all every time!",2/20/15 17:50,5.68951E+17,Chicago,Central Time (US & Canada)
negative,Flight Attendant Complaints,United,,elbrooklyntaco,1,"@united unsmiling rep. told us hotel shuttle comes ""like every 15 minutes."" Breezy 30 min. Late Flightr we're taking a cab. You going to reimburse?",2/20/15 17:49,5.68951E+17,,
negative,Late Flight,United,,laurenmadams,0,"@united If someone misses his connecting flight because of the airline, and it was the last flight of the day, how will you fix it?",2/20/15 17:49,5.68951E+17,In & Around Chicago,Central Time (US & Canada)
negative,Customer Service Issue,United,,MadisonWatts_,1,@united Yes I needed plenty of assistance but received none.,2/20/15 17:46,5.6895E+17,West Virginia,Alaska
negative,Late Flight,United,,AJMILBRANDT,1,"@united not tonight, we got a hotel and after 14hrs of traveling and still not reaching our destination we are disappointed. Thanks",2/20/15 17:45,5.6895E+17,Buck-hio,
negative,Customer Service Issue,United,,Dra_Mck,0,@united thank you for the reply. I emailed your customer care department about my experience.,2/20/15 17:43,5.68949E+17,Chapel Hill,Quito
negative,Customer Service Issue,United,,Decode_NewYork,0,@united How can I file a claim when your agents won't let me speak to a supervisor? My claim number is expired because you WON'T find my bag,2/20/15 17:40,5.68948E+17,New York City,Eastern Time (US & Canada)
neutral,,United,,Csqd,0,@united it's done.  If you do something to make up for it I'll tweet that too.,2/20/15 17:39,5.68948E+17,"Vail, CO",Mountain Time (US & Canada)
negative,Can't Tell,United,,aushianya,0,@united I had one interview I was the last person what does that mean?,2/20/15 17:39,5.68948E+17,,
negative,Late Flight,United,,HobertRunter,1,@united I have flown with you 10 times in the last 13 days. 8 out of 10 flights have been delayed. Huge mistake on my part. Don't fly united,2/20/15 17:38,5.68948E+17,Minneapolis,Quito
positive,,United,,mrp,0,@united I just received notification of in-flight Wi-Fi for UA863 from @flySFO to @SydneyAirport. Amazing!,2/20/15 17:37,5.68948E+17,sf - austin - sydney,Alaska
negative,Customer Service Issue,United,,HILL_PARTYofone,1,@united yes but taking two days to get bag delivered. Missed a full day skiing because of this.,2/20/15 17:36,5.68947E+17,"Omaha, NE",Central Time (US & Canada)
positive,,United,,nfriesen1,0,@united give her the recognition she deserves!,2/20/15 17:34,5.68947E+17,"Winnipeg, MB Canada",Central Time (US & Canada)
positive,,United,,nfriesen1,0,@united she's the type of person that can make a customers day! I fly 100+ times a year &amp; she's one of the top flight attendants I've had!,2/20/15 17:34,5.68947E+17,"Winnipeg, MB Canada",Central Time (US & Canada)
negative,Bad Flight,United,,xVanDanx,0,@united made me remove 1 pound from my checked bag otherwise they would charge me $200. Loyal flier for 10 years - time for change.,2/20/15 17:23,5.68944E+17,Silver Spring,Eastern Time (US & Canada)
negative,Late Flight,United,,Charlie_Mich,0,@united been sitting on this plane 3:15 unreal. When will my 2+ day nightmare end?,2/20/15 17:17,5.68943E+17,,
positive,,United,,1234567890_,0,@united you suck. @SouthwestAir you're the best.,2/20/15 17:14,5.68942E+17,"Boulder, CO | Los Angeles, CA",Arizona
negative,Late Flight,United,,wisemana,0,@United can you let us out of the gate now. UA1157,2/20/15 17:09,5.68941E+17,"washington, dc",Eastern Time (US & Canada)
negative,Late Flight,United,,wisemana,0,"@united &amp; on top of no free tv on the int۪l leg, now I۪m sitting on the Tarmac in Houston, 70 min past departure w/ another hr plus to go",2/20/15 17:01,5.68939E+17,"washington, dc",Eastern Time (US & Canada)
negative,Bad Flight,United,,hoozsah,0,"@united DTV doesnt work, pilots Late Flight, wont let 10yr old fly next 2 me and I paid 4 an upgrade. #unitedsucks",2/20/15 16:49,5.68935E+17,,
negative,Customer Service Issue,United,,KatieJelen,0,"@united Your ""Loyalty Team"" basically flipped me off via phone, but thanks. Maybe Google ""loyalty"" and get back to me? ^LOL",2/20/15 16:46,5.68935E+17,"Los Angeles, CA (via Philly)",Pacific Time (US & Canada)
negative,Bad Flight,United,,JoeSchmuck,2,"Hey @united, this is your job, don't give me the safety spin. This is the same plane that broke on the original flight out. #unitedSucks",2/20/15 16:45,5.68935E+17,San Francisco,Pacific Time (US & Canada)
positive,,United,,ferriertv,0,@united Thank You,2/20/15 16:39,5.68933E+17,Denver,Mountain Time (US & Canada)
negative,Customer Service Issue,United,,StarksRavings,0,"@united, if you mean beyond opaque ""maintenance issues"", yes, that would be  basic in customer service which your EWR staff can't manage.",2/20/15 16:38,5.68933E+17,United States,Eastern Time (US & Canada)
negative,Flight Booking Problems,United,,iamtedking,0,"@united ""Dear Ted. We don't care about you nor the Mileage Plus Card you pay a lot for. Bye bye. -- United""",2/20/15 16:37,5.68932E+17,,Eastern Time (US & Canada)
neutral,,United,,JamieReidy,0,@united Terminal 1 gate B3. Flt 1299. Then take her to Terminal 5. Gate M13. Swiss Air LX009,2/20/15 16:35,5.68932E+17,,Pacific Time (US & Canada)
negative,Customer Service Issue,United,,LJ3000,0,. @united sad that you don't think it is important to resolve your client facing team that behaves disgraceful,2/20/15 16:35,5.68932E+17,,Pacific Time (US & Canada)
negative,Can't Tell,United,,JamieReidy,0,@united Help! My girlfriend Amy Lloyd is going to miss our flt to Zurich bc of your fault. She needs a golf cart to meet her at ORD (1),2/20/15 16:34,5.68932E+17,,Pacific Time (US & Canada)
negative,Flight Attendant Complaints,United,,robfarrisjr,1,@united - #epicfail from a former gate agent in PIA!  He walked away and quit! Luckily a responsible PIA agent saved the day!,2/20/15 16:34,5.68932E+17,"Apex, NC",Eastern Time (US & Canada)
negative,Late Flight,United,,tjny753,0,@united That was the problem.  We were being told the aircraft was on its way.,2/20/15 16:33,5.68931E+17,"Elmira, NY",
negative,Late Flight,United,,Charlie_Mich,1,@united will do. Thx. Been sitting on plane now for 2.5 hrs and now we have to refuel!  I can't even make this stuff up.,2/20/15 16:32,5.68931E+17,,
negative,Can't Tell,United,,thebadvillain,1,@united do you know how to use twitter bro?  Your terminal looks like it's in Bosnia.  Here's another pic. http://t.co/M9Nywr5Kbs,2/20/15 16:30,5.68931E+17,,
negative,Late Flight,United,,JW_Blocker,1,@united you are by far the worst airline. 4 plane delays on 1 round trip flight. How is that possible.,2/20/15 16:24,5.68929E+17,,
negative,Lost Luggage,United,,iamawarplane,0,@united I took care of it myself. Had to rent a car and drive 3 hours to retrieve my belongings. Due to united errors.,2/20/15 16:20,5.68928E+17,"Austin, Texas",
negative,Late Flight,United,,Charlie_Mich,0,@united now I'll probably miss my next connection!,2/20/15 16:20,5.68928E+17,,
neutral,,United,,suijuris,0,@united any chance you'll ever do CPUs on your JFK-LAX like @AmericanAir?,2/20/15 16:18,5.68928E+17,"New York, NY",Eastern Time (US & Canada)
negative,Late Flight,United,,Charlie_Mich,0,@united you may think I'm joking or blowing it out of proportion but the last 8 united flights have been delayed or significantly Late Flight.,2/20/15 16:18,5.68928E+17,,
negative,Late Flight,United,,Schlubach,1,"@united not the case. Now delayed due to ""mechanical issues with no update on departure time"". Just Cancelled Flight the goddamn flight so I go delta",2/20/15 16:18,5.68928E+17,NY,Quito
negative,Late Flight,United,,Charlie_Mich,0,@united 2 days and 3 planes with mechanical issues?  Now over 1.5 hrs Late Flight sitting on this plane. This is insane!!,2/20/15 16:16,5.68927E+17,,
negative,Customer Service Issue,United,,ellembee,0,@united I didn't get a message from you. I'll resend numbers.,2/20/15 16:13,5.68927E+17,chicago,Central Time (US & Canada)
neutral,,United,,takwind_,0,"@united Yes, filled out the form last year. Don't have case number handy. Guess I'm not cut out for the historical society afterall",2/20/15 16:12,5.68926E+17,New York | Nomad,Eastern Time (US & Canada)
negative,Bad Flight,United,,StephanieWeyant,0,@United What idiot designed your seats? Armrest TV remote &amp; resting elbows don't mix. Seatmate keeps changing channels &amp; blasting volume.,2/20/15 16:10,5.68926E+17,New York City,
negative,longlines,United,,archivelle,0,@united You can bump me up to Group 3 so I won't be forced to check my bag and wait 30+ minutes at LGA.,2/20/15 16:10,5.68926E+17,New York,
negative,Can't Tell,United,,KatieJelen,0,"@united Listen, learn &amp; do this: Remove your PQD requirement. It is insulting. ^HA",2/20/15 16:04,5.68924E+17,"Los Angeles, CA (via Philly)",Pacific Time (US & Canada)
positive,,United,,livingextreme,0,@united thank you for the reply.  I will fill out the form and submit it as requested.  Good to know you're paying attention!,2/20/15 16:00,5.68923E+17,"Grand Junction, Colorado",
positive,,United,,Mimsw,0,@united Gate Agent Alavera is amazing,2/20/15 15:58,5.68923E+17,"Boulder, CO",Mountain Time (US & Canada)
negative,Can't Tell,United,,KatieJelen,1,@united I need you...to be a better airline. ^LOL,2/20/15 15:56,5.68922E+17,"Los Angeles, CA (via Philly)",Pacific Time (US & Canada)
negative,Flight Attendant Complaints,United,,EddieUmphrey,1,@united your agents forced me to check a carry on bag. When I received my bag I found your crew had stolen from me. U lost my business!,2/20/15 15:55,5.68922E+17,"MN, MI, NM",Eastern Time (US & Canada)
positive,,United,,KennethRMurray,0,@united wins top marks for customer service via Twitter. They turned a poor experience into a positive. Many thanks for the effort! _ԍ,2/20/15 15:54,5.68922E+17,"Kenosha, WI",Central Time (US & Canada)
negative,Lost Luggage,United,,chozee1,0,@united Really....you charge me $25 to check a bag and then you put it on a different flight....still Don't have my bag!!!,2/20/15 15:53,5.68921E+17,"Clifton, NJ",
negative,Customer Service Issue,United,,jbersack,1,@united Why haven't you released a travel advisory for IAD for tomorrow????!!!!!!!!,2/20/15 15:52,5.68921E+17,"T: 38.763515,-77.718226",Eastern Time (US & Canada)
negative,Bad Flight,United,,BurkeCherrie,0,"@united cross country flight SFO&gt;BOS. No wifi, not even a can of soda and this quality inflight entertainment #sad http://t.co/xhlc30MTfF",2/20/15 15:49,5.6892E+17,"Brooklyn, NY",Eastern Time (US & Canada)
negative,Late Flight,United,,Schlubach,1,"@united is really getting horrible. So much for tucking in my kids tonight. Delta transfers miles/status, right? http://t.co/H6HN33JJJE",2/20/15 15:46,5.6892E+17,NY,Quito
neutral,,United,,aushianya,0,@united I just had an interview how long does it take before you hear back,2/20/15 15:44,5.68919E+17,,
negative,Customer Service Issue,United,,iamawarplane,1,@united I think problem resolution should be decided on your end. Especially if you'd like me to continue flying your airline.,2/20/15 15:43,5.68919E+17,"Austin, Texas",
negative,Can't Tell,United,,jayw329,0,@united roundtrip to London on @Delta ? I think I will! FYI that's another $1k you just lost. #moneynotspentonunited #unfriendlyskies,2/20/15 15:42,5.68919E+17,"New York, NY",Eastern Time (US & Canada)
negative,Can't Tell,United,,jayw329,0,@united already Flight Booking Problems next week's trip on @AmericanAir  thanks for making the choice so easy #disunited #unfriendlyskies #servicefail,2/20/15 15:39,5.68918E+17,"New York, NY",Eastern Time (US & Canada)
positive,,United,,nfriesen1,0,"@United flight experiences R often frustrating, but 2day on UA5184 from CHI to WPG flight attendant April was #amazing! She's 1 of the best!",2/20/15 15:39,5.68918E+17,"Winnipeg, MB Canada",Central Time (US & Canada)
negative,Can't Tell,United,,archivelle,0,"@united Also, group 5 is total BS.",2/20/15 15:39,5.68918E+17,New York,
negative,Late Flight,United,,archivelle,1,@united Don't ask me to be patient without offering something in return.,2/20/15 15:38,5.68918E+17,New York,
negative,Late Flight,United,,4wordSOUL,1,"@united just like clockwork, Friday afternoon flights from LAS to DEN running Late Flight. Why does this seem to happen so consistently #KeepIt100",2/20/15 15:37,5.68917E+17,"Denver, CO",Mountain Time (US & Canada)
negative,Bad Flight,United,,jayw329,0,@united I will! On @AmericanAir @SouthwestAir @Delta or @JetBlue  all of which will be getting my business. #unfriendlyskies #unbelievable,2/20/15 15:36,5.68917E+17,"New York, NY",Eastern Time (US & Canada)
positive,,United,,CEUGRATN,0,@united free booze for the Bach party would make it better!  ORD--&gt;MSY #Delayed #Again   We will enjoy either way.  Thanks!,2/20/15 15:33,5.68916E+17,,Central Time (US & Canada)
neutral,,United,,JPKirchmeier,0,"@united (2/2) I have their name (boarding pass was in there, too).  I think they might really need this. Any ideas?",2/20/15 15:33,5.68916E+17,"Evanston, IL",Central Time (US & Canada)
neutral,,United,,JPKirchmeier,0,@united - sitting in seat 10D on a flight back from Vegas to Chicago.  Someone left a folder that looks important in the seat pocket. (1/2),2/20/15 15:32,5.68916E+17,"Evanston, IL",Central Time (US & Canada)
negative,Customer Service Issue,United,,cruzontour,0,"@united incompetent/rude service today. Missed my connecting flight, then the customer service desk was terrible to me. Really upset w untd.",2/20/15 15:30,5.68916E+17,"Los Angeles, CA",Alaska
negative,Bad Flight,United,,AtulKC,0,@united - terrible experience on UA415 on 17th. 1st exit row in economy has zero legroom. Have same row booked for return but can't change.,2/20/15 15:22,5.68914E+17,Greater New York City Area,Eastern Time (US & Canada)
negative,Late Flight,United,,DreLongo,1,@united 5.5 hours Late Flightr I've been in transit for a total of twelve hours...please just change the plane on flight 600 this is ridiculous SFO,2/20/15 15:13,5.68911E+17,Boston,
positive,,United,,ibrowning85,0,@united all good man it isn't your fault that plane is having maintenance issues,2/20/15 15:11,5.68911E+17,,
negative,Late Flight,United,,fambai,0,@united this delay of flight UA4636 has been painful. I sure hope it doesn't cause me or my luggage) to miss my UA82 flight to New Delhi!,2/20/15 15:09,5.6891E+17,the nation's capital,Eastern Time (US & Canada)
negative,Can't Tell,United,,GoBeavs808,0,@united Yes but unbelievable.  Should have a free fare lock,2/20/15 15:06,5.6891E+17,Radford HS,
positive,,United,,BattierCCIpuppy,1,@united: @BattierCCIpuppy Your puppy is so cute. We look forward to having both of you on board. Thanks for the high five. ^EY۝ _ԏ_ԏ,2/20/15 15:03,5.68909E+17,"Sacramento, CA",
negative,Late Flight,United,,RegYohanan,1,"@united worst AIRLINE 
BEWARE THEY DO NOT MAINTAIN THERE PLAIN 
BEEN ON THE RUNWAY THE PAST 4 HOURS!!!/",2/20/15 15:02,5.68908E+17,,
negative,Can't Tell,United,,wisemana,0,"@united it should be free like other airlines! Again, it۪s not 1997 anymore.",2/20/15 14:50,5.68905E+17,"washington, dc",Eastern Time (US & Canada)
negative,Late Flight,United,,ChrisLaylin,0,@united Existing reservation is fine. I was talking about no longer having an 0600 CMH-ORD option. 0638 gets me in too Late Flight.,2/20/15 14:48,5.68905E+17,"Powell, OH",Eastern Time (US & Canada)
neutral,,United,,Heaton52,0,@united please tell me I'm going to make my connecting flight from O'hare to #STL #SouthBendINWhere _٪ http://t.co/qGwK10dEwv,2/20/15 14:47,5.68905E+17,,Central Time (US & Canada)
neutral,,United,,jacobburkholder,0,@united Lindsay and ??.  Darn.  Terrible memory on my part.  I know they are headed back to IAD and then PIT tonight.,2/20/15 14:43,5.68904E+17,"#avgeek, United 1K",Central Time (US & Canada)
negative,Customer Service Issue,United,,caseymugar,0,"@united I know. I۪m sure you hear it all the time  don۪t like the new seats. I۪m a small guy, 5۪ 6۝ and I feel the new planes are tight",2/20/15 14:42,5.68903E+17,"Culver City, CA",Pacific Time (US & Canada)
negative,Late Flight,United,,Csqd,0,@united how about after 2.5 hrs at ORD another .5 on the tarmac + refuse to move me to an earlier flight you make it up to me? #iflyalot #bs,2/20/15 14:41,5.68903E+17,"Vail, CO",Mountain Time (US & Canada)
neutral,,United,,yuethomas,0,"@united OK, thanks for the clarification.",2/20/15 14:40,5.68903E+17,"San Jose, CA",Pacific Time (US & Canada)
positive,,United,,matsmall,0,@united When are you coming back to @IFlyOAKland? You have a huge East Bay customer base due to SFO and *I* miss you!,2/20/15 14:38,5.68902E+17,Oakland,Pacific Time (US & Canada)
negative,Can't Tell,United,,AlsoRococo,1,@united also doesn't help me. I'm a very frequent flier and united premiere gold. Apparently that means nothing.,2/20/15 14:37,5.68902E+17,Los Angeles,Pacific Time (US & Canada)
negative,Late Flight,United,,ibrowning85,0,@united delayed another hour,2/20/15 14:36,5.68902E+17,,
neutral,,United,,bethweesner,0,@united as a million mile flier I'm embarrassed to ask how long ago his launched?,2/20/15 14:35,5.68902E+17,"San Francisco, CA",Pacific Time (US & Canada)
negative,Flight Booking Problems,United,,ThePappaShacks,0,@united Can't beat the storm out of town if you wait to issue the policy until too Late Flight.  NWS issued storm warning already...,2/20/15 14:35,5.68902E+17,Denver,
negative,Can't Tell,United,,johnwoodRTR,0,@United @Skywest do it again!   I will now miss one or probably both our Aspen events. #Fail,2/20/15 14:32,5.68901E+17,Hong Kong,Eastern Time (US & Canada)
negative,Lost Luggage,United,,AlsoRococo,1,"@united don't need your apologies, need my bag. Took 56 minutes from landing to get it. Unacceptable.",2/20/15 14:31,5.68901E+17,Los Angeles,Pacific Time (US & Canada)
