Age,WorkClass,Education,MartialStatus,Occupation,Relationship,Race,Sex,HoursPerWeek,NativeCountry,GE50K
19,,Some-college,Never-married,,Own-child,White,Male,30,United-States,0
37,Private,Assoc-voc,Divorced,Tech-support,Unmarried,White,Female,52,United-States,0
49,Private,Some-college,Divorced,Tech-support,Other-relative,White,Male,35,United-States,0
26,Private,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,40,United-States,0
35,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,43,United-States,0
44,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,60,United-States,0
37,Private,Masters,Separated,Exec-managerial,Not-in-family,White,Male,45,United-States,1
42,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,1
64,State-gov,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,1
28,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,1
35,Self-emp-not-inc,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,0
40,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0
55,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
21,Private,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,65,United-States,0
49,Private,Some-college,Never-married,Exec-managerial,Not-in-family,Black,Female,40,United-States,0
51,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
57,Private,Prof-school,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,Philippines,1
51,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
38,Private,10th,Never-married,Craft-repair,Not-in-family,Black,Male,40,,0
24,Private,HS-grad,Never-married,Sales,Own-child,White,Female,32,United-States,0
45,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,England,0
28,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,United-States,0
42,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,1
22,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,40,United-States,0
28,State-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0
60,Private,HS-grad,Widowed,Machine-op-inspct,Unmarried,White,Female,40,United-States,0
31,Private,HS-grad,Separated,Machine-op-inspct,Unmarried,White,Female,40,United-States,0
47,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,75,United-States,1
40,,HS-grad,Divorced,,Not-in-family,White,Male,25,United-States,0
30,Private,HS-grad,Married-AF-spouse,Adm-clerical,Husband,White,Male,60,United-States,0
61,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,1
71,Local-gov,Bachelors,Widowed,Prof-specialty,Unmarried,White,Female,6,United-States,0
42,Private,HS-grad,Divorced,Adm-clerical,Own-child,White,Female,40,United-States,0
44,Local-gov,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,0
46,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,1
50,Local-gov,Prof-school,Never-married,Exec-managerial,Not-in-family,Black,Female,52,United-States,1
27,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,9,United-States,0
40,,Assoc-voc,Married-civ-spouse,,Husband,White,Male,15,United-States,0
21,Private,Some-college,Never-married,Adm-clerical,Other-relative,White,Female,40,Mexico,0
25,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,White,Male,35,United-States,0
61,Private,5th-6th,Divorced,Transport-moving,Not-in-family,White,Male,56,United-States,0
54,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Male,30,United-States,0
31,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,40,United-States,0
53,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,30,United-States,0
39,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1
57,Self-emp-inc,Prof-school,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,1
48,Private,Bachelors,Divorced,Sales,Unmarried,White,Female,44,United-States,0
30,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,56,United-States,1
35,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,60,United-States,0
42,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0
34,Self-emp-not-inc,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0
59,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1
69,Local-gov,10th,Married-civ-spouse,Exec-managerial,Husband,White,Male,20,United-States,0
29,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0
40,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0
21,Private,Some-college,Never-married,Other-service,Own-child,White,Male,15,United-States,0
40,Private,Assoc-acdm,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,0
43,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
36,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Male,40,United-States,0
41,Private,HS-grad,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,40,Japan,1
72,,HS-grad,Widowed,,Not-in-family,White,Male,30,United-States,0
20,Private,Some-college,Never-married,Transport-moving,Own-child,White,Male,30,United-States,0
41,Local-gov,Bachelors,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,0
34,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,0
48,Private,11th,Divorced,Other-service,Unmarried,Black,Female,40,United-States,0
27,Private,HS-grad,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,0
35,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1
28,,HS-grad,Never-married,,Own-child,Black,Male,40,United-States,0
27,Private,HS-grad,Never-married,Craft-repair,Own-child,Black,Male,40,United-States,0
20,Private,Some-college,Never-married,Sales,Own-child,White,Male,40,United-States,0
18,Private,Some-college,Never-married,Sales,Own-child,White,Female,15,United-States,0
32,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0
38,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1
23,State-gov,Some-college,Never-married,Other-service,Own-child,White,Male,40,United-States,0
28,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,1
40,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,38,United-States,1
35,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,40,United-States,0
74,Self-emp-inc,Some-college,Widowed,Exec-managerial,Unmarried,White,Male,40,United-States,0
28,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0
23,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,30,United-States,0
20,Self-emp-not-inc,Some-college,Never-married,Farming-fishing,Own-child,White,Male,10,United-States,0
44,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,Black,Female,56,United-States,0
46,Local-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,25,United-States,0
20,,Some-college,Never-married,,Own-child,White,Male,40,United-States,0
51,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,1
40,Private,Some-college,Separated,Adm-clerical,Not-in-family,White,Female,40,United-States,0
48,Private,Prof-school,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,1
60,Self-emp-not-inc,9th,Married-civ-spouse,Farming-fishing,Husband,White,Male,84,United-States,0
48,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
46,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,70,United-States,0
48,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
22,,HS-grad,Never-married,,Unmarried,Black,Female,35,United-States,0
24,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0
45,State-gov,Some-college,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,0
18,Private,12th,Never-married,Sales,Own-child,White,Female,35,United-States,0
39,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0
65,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,65,United-States,0
22,Private,Some-college,Divorced,Machine-op-inspct,Own-child,White,Female,40,United-States,0
20,Private,Some-college,Never-married,Other-service,Own-child,White,Female,20,United-States,0
28,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0
46,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1
42,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,United-States,1
61,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,,1
28,Private,Some-college,Married-civ-spouse,Exec-managerial,Own-child,White,Male,50,United-States,1
18,Private,Some-college,Never-married,Sales,Own-child,White,Female,20,United-States,0
24,Federal-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,40,United-States,0
45,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,56,United-States,1
24,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,0
44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
20,Private,Some-college,Never-married,Other-service,Own-child,White,Male,30,United-States,0
35,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,55,Poland,0
52,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,0
25,Private,Assoc-acdm,Never-married,Farming-fishing,Not-in-family,White,Male,45,United-States,0
19,Private,5th-6th,Never-married,Farming-fishing,Not-in-family,White,Male,36,Mexico,0
35,,Bachelors,Married-civ-spouse,,Husband,White,Male,20,United-States,0
54,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0
21,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0
26,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,1
42,Private,Assoc-voc,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0
19,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0
55,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
44,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0
25,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,55,United-States,0
26,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0
64,Federal-gov,Assoc-acdm,Separated,Prof-specialty,Not-in-family,White,Female,40,United-States,1
41,Private,11th,Divorced,Other-service,Unmarried,Other,Female,40,United-States,0
25,,Some-college,Never-married,,Own-child,Black,Male,40,,0
43,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0
45,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,48,United-States,1
48,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,44,United-States,1
60,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0
45,Self-emp-not-inc,Some-college,Never-married,Farming-fishing,Not-in-family,White,Male,50,United-States,0
51,Private,10th,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1
37,Federal-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0
22,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,30,United-States,0
44,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,65,United-States,1
27,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,0
47,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
32,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,United-States,1
40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
41,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0
32,,10th,Divorced,,Not-in-family,White,Female,40,United-States,0
26,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0
47,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,United-States,0
55,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,0
38,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0
24,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,15,United-States,0
64,Self-emp-not-inc,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,25,United-States,1
56,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
41,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,49,United-States,1
33,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,1
33,Private,Prof-school,Never-married,Prof-specialty,Own-child,White,Male,42,United-States,1
21,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,0
59,Local-gov,HS-grad,Widowed,Craft-repair,Not-in-family,Black,Male,40,United-States,0
58,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Germany,1
43,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Male,40,United-States,0
21,Private,HS-grad,Never-married,Craft-repair,Own-child,Black,Male,40,United-States,0
45,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0
53,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,United-States,1
41,Private,Prof-school,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,,1
27,Private,10th,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,Mexico,0
53,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,50,,1
38,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,1
31,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,United-States,1
41,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,35,United-States,0
22,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0
43,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,0
41,State-gov,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,0
27,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,35,United-States,0
41,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0
36,Private,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Male,45,United-States,1
49,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,1
20,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,45,United-States,0
58,Self-emp-not-inc,HS-grad,Married-spouse-absent,Other-service,Unmarried,White,Female,45,United-States,0
35,Self-emp-not-inc,12th,Never-married,Other-service,Not-in-family,Black,Female,40,Trinadad&Tobago,0
30,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,1
21,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0
29,Private,Assoc-acdm,Never-married,Machine-op-inspct,Unmarried,White,Male,45,United-States,0
40,Private,HS-grad,Widowed,Sales,Not-in-family,White,Female,40,United-States,0
54,State-gov,Bachelors,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,40,United-States,1
35,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,1
35,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0
40,Private,Bachelors,Married-spouse-absent,Other-service,Not-in-family,White,Female,40,,0
59,Private,HS-grad,Separated,Sales,Unmarried,Black,Female,40,United-States,0
43,Self-emp-inc,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,United-States,0
39,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,1
51,Private,7th-8th,Separated,Machine-op-inspct,Not-in-family,Black,Female,30,United-States,0
71,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,60,United-States,0
33,Private,12th,Divorced,Machine-op-inspct,Unmarried,Black,Female,40,United-States,0
28,Private,HS-grad,Divorced,Other-service,Own-child,Black,Male,35,United-States,0
30,Private,HS-grad,Married-spouse-absent,Sales,Unmarried,White,Male,40,United-States,0
20,Private,5th-6th,Married-spouse-absent,Farming-fishing,Other-relative,White,Male,40,Mexico,0
51,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0
39,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,United-States,1
62,Private,Some-college,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,40,United-States,1
37,Private,HS-grad,Never-married,Exec-managerial,Own-child,White,Male,60,,0
28,Private,9th,Never-married,Machine-op-inspct,Not-in-family,White,Male,50,Dominican-Republic,0
23,Private,HS-grad,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,48,South,0
39,Private,Bachelors,Married-civ-spouse,Sales,Wife,White,Female,30,United-States,0
50,Self-emp-inc,Bachelors,Widowed,Sales,Unmarried,White,Male,65,United-States,1
31,Private,7th-8th,Never-married,Craft-repair,Unmarried,White,Male,40,United-States,0
45,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
23,,Bachelors,Never-married,,Own-child,Other,Male,40,United-States,0
47,Private,10th,Widowed,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0
59,Private,HS-grad,Widowed,Prof-specialty,Not-in-family,White,Female,18,United-States,0
32,Private,Assoc-acdm,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0
82,,7th-8th,Widowed,,Not-in-family,White,Male,5,United-States,0
49,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,1
74,Federal-gov,HS-grad,Widowed,Other-service,Not-in-family,White,Male,17,United-States,0
22,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,35,United-States,0
32,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,55,Greece,0
34,Private,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,1
59,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,1
36,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,1
59,Private,11th,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0
47,Self-emp-inc,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,70,United-States,1
53,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,45,United-States,0
25,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Unmarried,White,Male,35,United-States,0
44,Private,Bachelors,Divorced,Adm-clerical,Not-in-family,Black,Male,65,United-States,0
57,Self-emp-not-inc,Prof-school,Married-civ-spouse,Sales,Wife,White,Female,35,United-States,1
42,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,80,United-States,1
58,Local-gov,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0
39,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0
32,,HS-grad,Never-married,,Own-child,Black,Male,40,United-States,0
45,Private,7th-8th,Divorced,Machine-op-inspct,Not-in-family,White,Male,48,United-States,0
47,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,Black,Female,35,United-States,1
52,,Some-college,Married-civ-spouse,,Husband,White,Male,50,United-States,0
56,Self-emp-not-inc,1st-4th,Separated,Exec-managerial,Not-in-family,White,Male,25,,0
52,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,0
34,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Female,35,United-States,0
36,Self-emp-not-inc,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,35,United-States,0
41,Private,HS-grad,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,40,Poland,0
30,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,40,Mexico,0
44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Other,Male,40,Puerto-Rico,0
17,,Some-college,Never-married,,Own-child,Asian-Pac-Islander,Female,40,Philippines,0
34,Private,Some-college,Never-married,Other-service,Unmarried,White,Female,40,United-States,0
41,Private,Some-college,Separated,Other-service,Not-in-family,Black,Male,40,United-States,0
29,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,0
25,Private,9th,Never-married,Machine-op-inspct,Other-relative,White,Male,48,Mexico,0
42,Local-gov,Bachelors,Separated,Prof-specialty,Unmarried,White,Male,40,United-States,0
48,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1
26,Private,Assoc-voc,Never-married,Sales,Not-in-family,White,Male,55,United-States,0
64,Self-emp-inc,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,,1
46,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,0
38,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
49,State-gov,11th,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0
23,Private,Some-college,Never-married,Sales,Own-child,Black,Female,20,United-States,0
46,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,1
30,Private,HS-grad,Never-married,Handlers-cleaners,Unmarried,White,Male,55,United-States,0
49,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
47,,Assoc-voc,Divorced,,Not-in-family,White,Male,40,United-States,0
44,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,,1
31,Private,HS-grad,Divorced,Craft-repair,Own-child,White,Male,50,United-States,0
19,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,50,United-States,0
45,Private,Assoc-acdm,Divorced,Prof-specialty,Unmarried,White,Female,38,United-States,0
34,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,Peru,1
26,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0
38,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,1
31,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,43,United-States,0
36,Self-emp-inc,Assoc-acdm,Separated,Exec-managerial,Not-in-family,White,Male,50,United-States,0
31,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1
30,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,0
37,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
30,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Male,50,United-States,1
21,,HS-grad,Married-civ-spouse,,Wife,Black,Female,30,United-States,0
73,Private,10th,Widowed,Other-service,Not-in-family,White,Female,10,United-States,0
38,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
30,Private,10th,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,0
33,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,1
52,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
58,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,46,United-States,0
34,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,0
35,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
59,Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
45,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,0
27,Private,Some-college,Never-married,Transport-moving,Not-in-family,White,Male,48,United-States,0
31,Local-gov,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Male,50,Mexico,1
45,Private,Some-college,Never-married,Farming-fishing,Other-relative,White,Male,50,United-States,0
40,Private,HS-grad,Separated,Other-service,Other-relative,White,Female,25,United-States,0
27,Private,Prof-school,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0
19,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,20,United-States,0
29,Private,5th-6th,Never-married,Other-service,Not-in-family,White,Male,25,Mexico,0
34,Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,72,United-States,0
32,State-gov,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
49,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Cuba,0
33,Private,11th,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,1
74,,7th-8th,Married-civ-spouse,,Husband,White,Male,2,United-States,0
62,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1
39,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0
43,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,0
22,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,60,United-States,0
24,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,0
76,,HS-grad,Married-civ-spouse,,Husband,White,Male,40,Canada,1
25,Private,Some-college,Never-married,Other-service,Unmarried,Black,Female,40,United-States,0
19,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,28,United-States,0
31,Private,Assoc-acdm,Divorced,Adm-clerical,Unmarried,White,Female,41,United-States,0
53,Private,11th,Divorced,Craft-repair,Other-relative,White,Female,40,United-States,0
61,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,3,United-States,0
47,Private,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,40,El-Salvador,0
37,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,45,United-States,0
50,Self-emp-not-inc,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,30,United-States,0
27,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,44,United-States,0
58,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0
43,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,United-States,0
39,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0
36,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,35,United-States,0
56,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,0
26,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,55,United-States,0
23,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,38,United-States,0
47,Private,11th,Never-married,Transport-moving,Not-in-family,Black,Male,40,United-States,0
68,Private,12th,Widowed,Sales,Not-in-family,White,Female,30,United-States,0
47,Local-gov,Some-college,Never-married,Protective-serv,Not-in-family,Black,Male,40,United-States,0
