Maintenance_flag,Speed_sensor,Vibration,Engine_Load,Coolant_Temp,Intake_Pressure,Engine_RPM,Speed_OBD,Intake_Air,Flow_Rate,Throttle_Pos,Voltage,Ambient,Accel,Engine_Oil_Temp,Speed_GPS,GPS_Longitude,GPS_Latitude,GPS_Bearing,GPS_Altitude,Turbo_Boost,Trip_Distance,Litres_Per_km,Accel_Ssor_Total,CO2,Trip_Time,CO_emission,HC_emission,PM_emission,NOx_emission,CO2_emission,Fuel_level,Oil_life,Vibration_alert,VibrationAlert_Total,Vibration_Recent,Turbo_alert,Emission_alert,Fog_control,Engine_control
0,98,245.684248,94.117645,88,182,1646.5,98,7,35.11,80,14.16,7,38.039215,85,104.58022,8.507022763,48.57819634,258,252,12.328207,243.17416,2.847771,0.053706,75.32348,7894,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,93,245.962393,99.21569,91,118,1175.5,93,11,21.16,80,14.2,8,37.64706,86,95.50996,7.357134275,48.25962204,293.3,456,3.045792,184.7175,3.758387,0.001162,99.409256,5842,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,103,245.406103,3.137255,88,113,1264,103,7,23.55,80,14.16,6,14.901961,83,106.956375,8.839017359,48.90671075,31.7,133,2.320604,267.709,0,0.062937,0,8738,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,81,246.629941,26.27451,88,111,1283,81,10,21.41,80,14.14,8,29.803923,86,83.55627,7.395234763,48.61260634,303.6,554,2.030529,195.8568,0,0.072218,0,6320,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,50,248.35444,82.35294,88,177,1594,50,11,44.94,80,14.18,7,43.137257,85,46.206177,8.344309794,49.51900577,307.2,370,11.60302,176.02528,25.938711,-0.024107,686.0784,5238,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,91,246.073651,70.588234,88,135,1442.5,91,9,27.94,80,14.16,7,14.901961,85,93.1727,7.745592763,48.38696434,3.5,156,5.511435,295.8594,5.446599,0.03858,144.06245,10402,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,74,247.019344,20.392157,89,115,1375.5,74,11,24.44,77.64706,14.2,9,14.901961,85,74.80832,7.289466763,48.48884434,356.7,551,2.61068,198.57738,1.525298,-0.459438,40.344116,6448,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,113,244.849813,50.19608,89,113,1407.5,113,7,25.08,80,14.12,7,14.901961,83,113.220825,8.430511794,49.65049577,22.3,138,2.320604,262.91928,2.728898,-0.078958,72.179306,8587,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,31,249.411391,23.92157,87,109,1314.5,31,13,22.11,72.15686,14.14,9,30.980392,84,30.45602,7.755774763,48.73419634,84.1,145,1.740453,307.4737,5.747054,-0.002132,152.00948,11191,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,165,241.957105,65.09804,91,191,2060.5,165,13,63.33,80,13.94,8,40.39216,89,172.07999,8.640481075,49.02011352,332.9,486,13.633547,219.67403,6.183404,-0.013671,163.55092,7114,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,0,251.13589,18.431374,88,107,684.5,0,10,8.91,68.62745,14.26,6,14.901961,83,0,7.434378275,48.19842804,0,158,1.450378,311.40735,,0.038159,,11695,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,0,251.13589,0,86,101,0,0,12,0,89.01961,11.86,8,14.901961,76,0.831125,7.250544275,48.24614604,352.5,153,0.580151,308.90216,,0.006149,,11357,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,117,244.627297,58.039215,90,116,1467,117,10,26.05,76.47059,14.18,8,14.901961,86,122.94002,9.326949675,47.17122954,285.6,383,2.755716,169.22491,3.181463,-0.036515,84.149635,4473,0,0,0,0,0,0,0,1,123,12,1,1,1,1
1,100,245.57299,47.84314,88,129,1219.5,100,8,22.02,80,14.28,6,43.92157,85,109.33248,8.669295359,49.43653475,21.8,157,4.641207,277.1534,0,0.041476,0,9339,0,0,0,0,0,0,0,1,123,12,1,1,1,1
1,79,246.741199,3.529412,88,112,1217.5,79,11,21.52,80,14.24,7,14.901961,84,81.324,8.834763359,49.06920275,28.6,137,2.175566,270.21515,0,0.067538,0,9067,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,21,249.967681,22.352942,87,122,1299,21,13,23.74,71.76471,14.22,8,25.09804,84,17.064037,7.989451859,48.20608304,99.1,156,3.625944,306.03174,6.383291,0.011375,168.83792,10902,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,99,245.628619,0,89,109,1211,99,10,21.99,80,14.2,7,14.901961,86,100.512,9.469263359,48.84158075,324.1,288,1.740453,248.76445,0,0.009118,0,8096,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,18,250.134568,47.058823,89,111,1264.5,18,15,21.91,60.784313,14.3,7,29.803923,85,0,8.592679794,49.41095177,0,317,2.030529,172.9987,18.028135,-0.04151,476.84384,5076,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,138,243.459088,70.19608,91,174,1735,138,11,53.83,80,14.16,6,41.17647,87,140.76166,8.901153359,48.95208275,22.1,149,11.167906,274.33408,0,-0.116111,21.344978,9259,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,84,246.463054,49.019608,91,111,1344.5,84,11,21.19,79.21569,14.16,8,30.980392,88,86.724266,7.899006275,48.35733804,287,484,2.030529,191.52164,3.026853,-0.057426,80.060196,6150,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,61,247.742521,98.43137,89,134,1157,61,11,26.41,80,14.22,7,41.568626,86,52.348007,8.634695615,48.71938848,274.7,420,5.366396,180.70227,10.283669,0.003455,272.00287,5650,0,0,0,0,0,0,0,1,123,12,1,1,1,1
1,121,244.404781,64.31373,90,132,1490.5,121,7,29.52,80,14.14,6,14.901961,87,122.61601,8.654079359,48.35742275,355.2,140,5.076321,285.59854,4.414885,-0.155413,116.77363,9570,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,13,250.412713,29.411766,86,105,1013,13,13,11.58,68.2353,14.36,8,29.803923,82,14.796701,8.325199727,48.14540667,289.3,323,1.160302,171.72716,6.906891,-0.05714,,4800,0,0,0,0,0,0,0,1,123,12,1,1,1,1
1,0,251.13589,26.666668,87,105,728,0,15,9.47,56.862747,14.38,7,14.901961,83,14.224556,9.138527771,48.19460573,305.9,311,1.160302,172.42157,,-0.045009,,4985,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,99,245.628619,54.11765,90,110,1238.5,99,8,20.27,80,14.18,7,14.901961,85,104.292,8.163657675,47.11252554,275.7,380,1.88549,236.2543,2.720752,-0.012061,71.963844,7657,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,36,249.133246,80,88,109,1196,36,11,18.63,80,14.06,7,34.509804,85,36.468163,9.123993359,48.93480275,86.5,161,1.740453,310.0576,3.605705,0.013151,95.37083,11520,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,114,244.794184,78.039215,88,231,1827,114,8,72.55,80,14.2,6,45.882355,85,110.88047,8.805453359,48.79453475,22.1,155,19.435059,277.35556,12.42038,-0.04244,328.51883,9346,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,20,250.02331,9.803922,89,113,863,20,11,17.08,80,14.1,7,14.901961,85,23.438766,7.315086275,48.23509404,357.8,161,2.320604,309.7668,0,0.015308,13.940246,11478,0,0,0,0,0,0,0,1,123,12,1,1,1,1
1,116,244.682926,26.666668,88,113,1459,116,8,26.66,80,14.1,6,31.37255,86,120.853546,8.605137359,48.46746275,21.2,155,2.320604,276.14487,1.492537,0.120056,39.47759,9308,0,0,0,0,0,0,0,1,123,12,1,1,1,1
1,91,246.073651,0.784314,90,110,1382,91,11,24.24,80,14.22,8,33.72549,88,92.556564,7.686516763,48.72396034,288.5,497,1.88549,191.76964,0,-0.061644,0,6161,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,139,243.403459,53.333336,90,116,1715,139,11,30.88,72.94118,14.18,9,32.54902,87,144.39622,8.405299075,48.93758352,276.1,496,2.755716,216.40877,2.578076,-0.076722,68.190056,7034,0,0,0,0,0,0,0,1,123,12,1,1,1,1
1,80,246.68557,14.901961,91,110,993.5,80,10,15.19,78.82353,14.22,7,29.803923,87,84.60007,8.95414086,49.03567143,255.1,422,1.88549,182.28148,0,-0.060144,18.53644,5734,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,115,244.738555,0,89,117,1414.5,115,11,27.41,80,14.2,9,14.901961,89,120.060005,8.726719075,48.71237952,310.3,491,2.900755,210.32547,0,0.030546,0,6848,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,113,244.849813,56.078434,87,116,1416,113,9,25.74,77.254906,14.16,7,14.901961,84,117.54055,8.491591727,48.67418667,24,155,2.755716,260.67368,3.140678,-0.024096,83.07088,8516,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,117,244.627297,58.039215,90,116,1461.5,117,10,25.83,76.07843,14.12,8,14.901961,86,120.67204,9.324477675,47.17179354,285.5,384,2.755716,169.19498,3.003375,-0.01615,79.43922,4472,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,143,243.180943,80,88,242,1820.5,143,9,65.91,80,14.16,6,47.45098,88,148.21234,8.704563359,48.63733475,24,154,21.030472,280.38947,8.927717,-0.085502,236.13795,9419,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,71,247.186231,53.72549,86,107,1359.5,71,9,22.02,80,14.18,7,14.901961,84,70.23633,9.13016286,49.05236943,31.3,803,1.450378,142.22516,3.751954,-0.023091,99.23912,3606,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,114,244.794184,17.647058,89,123,1396,114,9,26.97,80,14.14,7,14.901961,85,117.28814,8.637240763,48.55752634,277.1,287,3.770981,244.82071,0,0.05653,24.2531,7952,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,69,247.297489,51.764706,88,110,1305.5,69,11,20.83,80,14.18,9,14.901961,85,74.05213,7.290240763,48.50439034,356.8,566,1.88549,198.2862,3.857344,-0.036362,102.02667,6434,0,0,0,0,0,0,0,1,123,12,1,1,1,1
1,86,246.351796,94.5098,92,114,1353,86,12,25.19,80,14.2,8,38.82353,90,92.053185,7.597860763,48.69868234,301.2,528,2.465641,192.94363,2.210146,-0.005412,58.458324,6208,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,118,244.571668,58.823532,93,118,1453,118,12,24.94,72.15686,14.16,9,14.901961,89,121.75264,8.499781075,48.81415152,292.2,442,3.045792,207.05591,3.211866,-0.00286,84.95379,6750,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,26,249.689536,13.725491,87,106,724.5,26,6,10.94,70.588234,14.22,6,14.901961,84,28.907999,8.358733727,48.13359267,28.9,150,1.30534,287.7856,1.122513,0.132554,29.690445,9652,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,106,245.239216,61.17647,92,116,1317,106,8,22.49,73.725494,14.16,7,14.901961,85,109.620056,8.310237675,47.12315154,268.9,377,2.755716,234.51065,3.353331,0.17305,88.69555,7597,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,95,245.851135,76.47059,85,115,1201,95,8,20.97,79.60784,14.18,8,14.901961,80,97.74214,9.747675359,48.56608475,45.2,182,2.61068,255.78859,3.941019,0.12585,104.23988,8357,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,24,249.800794,14.509804,86,104,726.5,24,12,9.88,63.92157,14.3,8,14.901961,82,26.172892,8.299189075,48.86855952,308.1,344,1.015265,170.96886,1.481401,0.003845,39.183033,4635,0,0,0,0,0,0,0,1,123,12,1,1,1,1
1,76,246.908086,47.058823,89,108,1208,76,10,18.8,80,14.16,8,14.901961,86,79.596,7.299636275,48.24827604,276.8,440,1.595415,183.94542,2.846302,0.018585,75.28463,5809,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,35,249.188875,15.686275,88,111,1311.5,35,14,23.99,63.137257,14.28,9,29.019608,84,37.296017,7.728582763,48.72909034,90.6,148,2.030529,307.1076,2.403285,0.047634,63.56685,11126,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,120,244.46041,13.725491,91,111,1453,120,12,26.63,80,14.18,9,14.901961,89,123.876,9.066211075,48.60256752,308.7,496,2.030529,214.81148,0,-0.017265,20.039286,6990,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,103,245.406103,0.392157,89,111,1263.5,103,9,22.41,80,14.18,8,14.901961,85,107.283195,9.491787359,48.82067675,326.3,297,2.030529,249.23447,2.632105,0.011171,69.619125,8112,0,0,0,0,0,0,0,1,123,12,1,1,1,1
1,11,250.523971,27.450981,85,105,735.5,11,12,9.55,62.352943,14.3,8,14.901961,82,9.180282,8.312719075,48.86111952,307.6,336,1.160302,171.16792,5.80232,0.013029,,4686,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,81,246.629941,45.09804,87,113,1287,81,10,22.55,80,14.16,8,14.901961,84,83.52152,8.125681859,48.18656504,350.3,138,2.320604,303.1876,2.418316,0.023846,63.964413,10699,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,105,245.294845,0,87,108,1267,105,11,22.94,80,14.06,9,35.294117,86,108.468094,8.772067075,48.69107352,300.9,486,1.595415,210.95425,0,-0.072431,0,6869,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,76,246.908086,38.82353,87,109,1470,76,9,22.88,79.60784,14.22,7,30.588236,84,80.1002,9.16777086,49.07453943,49.4,785,1.740453,142.80019,2.924389,-0.045718,77.35003,3634,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,87,246.296167,31.37255,92,116,1353,87,12,24.74,80,14.22,8,14.901961,90,92.2735,7.599630763,48.69940834,300.9,529,2.755716,192.9242,1.429481,-0.037673,37.809746,6207,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,96,245.795506,90.19608,90,177,1510,96,9,37.38,80,14.2,7,38.039215,86,96.66,8.730519675,47.03946354,237.6,343,11.60302,229.28146,9.163552,0.092952,242.3758,7412,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,106,245.239216,3.529412,89,109,1280.5,106,11,22.61,80,14.16,9,14.901961,84,111.45907,8.373991075,48.85946952,297.8,429,1.740453,205.32872,0,-0.200167,0,6687,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,145,243.069685,56.47059,88,137,1806.5,145,10,40.8,80,14.14,7,14.901961,85,148.752,10.15062562,48.47838648,285.8,437,5.80151,164.25716,3.907757,-0.016291,103.3601,4316,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,73,247.074973,36.862747,87,105,1376,73,9,21.47,80,14.18,7,14.901961,84,73.94488,9.15688686,49.06882743,51,794,1.160302,142.62273,2.611428,0.013707,69.07221,3626,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,103,245.406103,12.941176,89,110,1256.5,103,9,23.08,80,14.22,8,14.901961,85,106.382195,9.484455359,48.82751075,326.1,300,1.88549,249.09097,0,0.010539,0,8107,0,0,0,0,0,0,0,1,123,12,1,1,1,1
1,44,248.688214,0.392157,89,107,1056.5,44,16,16.44,80,14.3,7,14.901961,84,0,8.267995727,48.16945467,0,317,1.450378,172.86607,0,-0.026992,0,5058,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,90,246.12928,79.21569,90,146,1423,90,11,31.88,80,14.22,9,14.901961,83,90.936455,8.423023075,48.84171552,299.4,434,7.10685,206.00542,7.061584,-0.043303,186.77878,6714,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,45,248.632585,8.627451,89,108,1088,45,14,17.58,65.09804,14.26,7,14.901961,86,45.03602,8.861621615,48.70033248,279.7,393,1.595415,177.97978,0,-0.028931,21.976467,5487,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,85,246.407425,88.2353,89,122,1354.5,85,11,22.99,80,14.16,8,35.294117,87,89.10164,7.641774763,48.71317834,289.1,513,3.625944,192.35602,4.1102,-0.032039,108.71472,6184,0,0,0,0,0,0,0,1,123,12,1,1,1,1
1,56,248.020666,16.862745,90,110,1050.5,56,11,16.74,66.666664,14.24,7,33.333332,88,67.06799,8.733461615,48.70683648,273.8,405,1.88549,179.49416,0,0.011186,0,5582,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,104,245.350474,38.82353,88,109,1303.5,104,9,22.38,80,14.18,8,30.588236,85,101.05231,9.596439359,48.75302675,315.9,279,1.740453,250.98769,0,-0.189805,0,8178,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,81,246.629941,33.72549,87,113,1274.5,81,10,22.22,77.64706,14.22,8,14.901961,85,83.23201,7.302162763,48.55512634,329.3,569,2.320604,197.32655,0,-0.051098,0,6385,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,32,249.355762,0,89,108,991,32,16,14.58,80,14.28,7,14.901961,84,0,8.267995727,48.16945467,0,317,1.595415,172.90408,0,-0.065668,0,5062,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,73,247.074973,22.745098,87,116,1138.5,73,8,19.33,80,14.24,6,14.901961,83,76.788,8.798445359,49.22803475,21.6,144,2.755716,273.1266,1.669611,-0.135912,44.161167,9208,0,0,0,0,0,0,0,1,123,12,1,1,1,1
1,85,246.407425,47.45098,90,111,1342.5,85,11,24.61,78.039215,14.18,8,32.941177,88,86.29247,7.904214275,48.35873004,288.3,487,2.030529,191.60638,2.654505,-0.049311,70.21162,6153,0,0,0,0,0,0,0,1,123,12,1,1,1,1
1,18,250.134568,18.82353,87,107,722.5,18,7,10.69,68.62745,14.24,6,14.901961,84,21.88803,8.359339727,48.13471467,31.5,149,1.450378,287.8005,2.220182,0.029748,58.72377,9655,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,2,251.024632,47.45098,87,113,1010,2,8,14.69,68.62745,14.24,6,29.411766,84,6.014694,9.226137359,48.90653675,72,145,2.320604,311.3639,85.236374,0.039214,,11649,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,77,246.852457,61.56863,81,116,1448.5,77,9,26.3,79.60784,14.22,7,33.333332,78,76.212685,9.21758286,49.25395143,295,659,2.755716,146.99303,4.829159,-0.049829,127.73116,3818,0,0,0,0,0,0,0,1,123,12,1,1,1,1
1,86,246.351796,1.176471,88,108,1306,86,10,23.16,80,14.2,8,14.901961,86,89.42487,7.404792763,48.61713634,301.5,556,1.595415,195.6736,0,0.006839,0,6314,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,151,242.735911,72.15686,89,209,1862.5,151,12,67.24,80,13.98,8,43.92157,89,154.90967,8.876423771,48.15987173,299.4,486,16.244226,218.56882,10.095246,0.01304,267.0191,7088,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,1,251.080261,27.843138,85,105,728.5,1,13,9.38,61.960785,14.32,8,14.901961,82,5.904439,8.314675075,48.85899552,332.2,338,1.160302,171.21394,63.57743,0.007371,,4704,0,0,0,0,0,0,0,1,123,12,1,1,1,1
1,67,247.408747,15.294118,88,107,1052,67,10,16.94,80,14.16,8,31.37255,85,70.2,8.43409686,49.12800543,276.4,447,1.450378,188.87885,0,-0.048811,25.30109,6006,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,103,245.406103,0,86,125,1590.5,103,9,32.08,80,14.16,8,14.901961,84,107.392075,8.627107727,48.29508867,313.9,257,4.061056,251.55466,0,-0.015341,0,8199,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,110,245.0167,59.215687,86,148,1698.5,110,7,28.27,80,14.14,7,33.72549,83,113.51421,8.468874763,48.57511834,274.5,247,7.396925,242.70903,3.74985,0.059244,99.18347,7878,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,104,245.350474,71.37255,90,122,1299,104,8,23.88,80,14.12,7,14.901961,85,106.05687,7.747536763,48.35908834,1.8,156,3.625944,296.36816,4.075836,-0.049513,107.805786,10420,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,91,246.073651,15.686275,81,112,1118.5,91,9,17.74,80,14.22,8,14.901961,78,91.3343,8.907761615,48.66363048,266.9,454,2.175566,159.81322,0,-0.035431,19.984964,4203,0,0,0,0,0,0,0,1,123,12,1,1,1,1
1,45,248.632585,3.921569,89,109,1444,45,14,22.19,64.31373,14.16,7,35.294117,86,41.399998,7.709221859,47.97964304,279.1,395,1.740453,177.9261,1.469273,-0.064621,38.86226,5483,0,0,0,0,0,0,0,1,123,12,1,1,1,1
1,93,245.962393,22.745098,91,124,1441.5,93,12,24.8,79.21569,14.16,8,46.27451,88,94.89797,7.807578275,48.34082004,272.8,446,3.916019,190.37344,1.480727,-0.043358,39.165195,6103,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,45,248.632585,94.90196,89,113,1184,45,14,22.05,80,14.28,7,40.784313,86,47.988216,8.858987615,48.70028448,275.5,395,2.320604,177.99,11.804625,-0.014731,312.23212,5489,0,0,0,0,0,0,0,1,123,12,1,1,1,1
1,18,250.134568,31.764706,85,117,1174.5,18,15,17.74,61.56863,14.26,7,29.411766,81,24.04932,8.879463359,49.01098475,32.9,120,2.900755,269.04767,11.347601,0.002121,300.14386,8946,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,41,248.855101,43.92157,89,146,1446.5,41,14,32.19,80,14.22,7,39.607845,86,35.072144,9.159701615,48.70671048,280.6,394,7.10685,177.8955,19.853312,-0.040381,525.11975,5481,0,0,0,0,0,0,0,1,123,12,1,1,1,1
1,87,246.296167,48.627453,89,109,1343.5,87,11,22.69,80,14.18,8,30.980392,87,88.992,7.649322763,48.71491834,290.2,505,1.740453,192.25288,3.103625,-0.008358,82.090836,6180,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,36,249.133246,0,85,109,1098.5,36,8,19.3,80,14.3,6,14.901961,82,39.137363,8.247055075,48.86133552,27.9,138,1.740453,268.46024,0,0.08444,24.360369,8793,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,10,250.5796,43.137257,87,114,1031,10,14,13.58,60.784313,14.16,9,30.19608,81,0,8.918397359,48.96944075,0,140,2.465641,307.40668,37.44752,0.026293,,11180,0,0,0,0,0,0,0,1,123,12,1,1,1,1
1,63,247.631263,0,87,113,1152.5,63,10,20.69,80,14.28,7,14.901961,86,64.980484,7.891843859,48.01977704,301,369,2.320604,175.63947,0,-0.038578,0,5204,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,151,242.735911,3.529412,89,129,1818,151,10,37.69,80,14.1,7,14.901961,86,157.752,10.13509762,48.48202848,280,437,4.641207,164.01097,0,-0.014013,0,4311,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,55,248.076295,0,88,113,1245.5,55,11,17.63,80,14.24,8,14.901961,85,58.140396,8.038015859,48.21889904,109.8,155,2.320604,305.4284,0,-0.023269,0,10815,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,98,245.684248,11.372549,91,122,1216.5,98,12,24.05,80,14.2,8,30.19608,89,95.47233,7.821810275,48.34263804,279.6,457,3.625944,190.57243,0,0.007497,18.390455,6110,0,0,0,0,0,0,0,1,123,12,1,1,1,1
1,29,249.522649,16.470589,87,111,1169.5,29,8,21.22,80,14.24,5,14.901961,84,30.02616,8.607643794,49.58215577,27.4,155,2.030529,288.26016,7.24135,0.003445,191.53358,9718,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,113,244.849813,50.19608,88,114,1408,113,7,25.3,80,14.16,7,14.901961,84,119.55707,8.458195727,48.72562467,23.8,144,2.465641,261.6937,2.752836,0.030963,72.812454,8548,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,96,245.795506,36.47059,87,107,1186.5,96,8,19.38,80,14.14,8,14.901961,81,90.90071,9.716577359,48.54618875,42.5,173,1.450378,256.29077,2.007224,0.135793,53.09104,8376,0,0,0,0,0,0,0,1,123,12,1,1,1,1
1,30,249.46702,0,88,110,1081.5,30,11,15.74,80,14.28,7,14.901961,86,34.56152,8.957315615,48.68930448,287.5,356,1.88549,176.84995,0,-0.016861,0,5302,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,79,246.741199,99.60784,89,126,1253.5,79,10,27.08,80,14.24,8,49.411766,85,79.16413,7.318200275,48.25034004,281,444,4.206095,184.1788,8.817025,-0.047211,233.21014,5820,0,0,0,0,0,0,0,1,123,12,1,1,1,1
1,20,250.02331,16.862745,86,107,731.5,20,13,9.97,59.607845,14.26,7,14.901961,82,28.909098,8.202043075,48.80498952,26.2,125,1.450378,269.56622,2.070647,-0.019698,54.76857,9019,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,105,245.294845,28.62745,90,116,1308.5,105,8,23.91,80,14.16,7,14.901961,85,108.03629,7.749396763,48.33175234,2.5,152,2.755716,296.84772,1.58661,-0.027999,41.965797,10437,0,0,0,0,0,0,0,1,123,12,1,1,1,1
1,11,250.523971,22.352942,87,107,731.5,11,17,10.27,44.313725,14.2,6,14.901961,83,11.124931,8.418247727,48.21099267,22.6,155,1.450378,289.2905,5.184227,0.048851,,9945,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,18,250.134568,13.725491,88,107,734.5,18,11,10.41,67.45098,14.06,7,14.901961,85,19.5843,7.314912275,48.23101404,359.4,160,1.450378,309.83646,1.974446,0.053176,52.22405,11490,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,97,245.739877,89.411766,89,163,1534,97,8,40.05,80,14.16,7,40,85,99.68432,8.530896763,48.58135234,262.7,256,9.572491,243.46396,9.457497,0.067315,250.1506,7905,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,112,244.905442,14.509804,84,109,1377,112,9,23.61,80,14.14,8,14.901961,83,114.984276,8.294430763,48.63314434,272.7,349,1.740453,240.36908,1.926456,-0.004007,50.95472,7797,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,114,244.794184,74.90196,88,137,1424,114,7,27.47,80,14.2,7,14.901961,83,119.59339,8.742114763,48.55658434,287.3,268,5.80151,246.06236,3.906564,-0.012206,103.328545,7992,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,19,250.078939,17.254902,85,116,1161,19,15,13.86,61.960785,14.18,7,14.901961,81,19.300837,8.878305359,49.01154275,36.2,120,2.755716,269.07138,2.942846,0.092037,77.83823,8950,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,46,248.576956,0,88,111,1071,46,11,18.88,80,14.26,8,14.901961,85,50.688316,9.012939359,48.95646875,76.1,162,2.030529,308.53012,0,-0.004518,0,11300,0,0,0,0,0,0,0,1,123,12,1,1,1,1
1,47,248.521327,13.333334,89,112,1119.5,47,11,18.49,73.725494,14.28,7,14.901961,87,54.68518,9.006569615,48.67734048,304.1,378,2.175566,176.2239,1.228428,-0.025226,32.49189,5251,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,114,244.794184,17.254902,89,114,1404.5,114,10,25.19,80,14.14,8,14.901961,87,117.00001,8.163486763,48.68644234,328.2,375,2.465641,238.46089,0,-0.08627,28.625957,7737,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,98,245.684248,22.352942,87,111,1203,98,8,20.77,80,14.16,7,14.901961,81,100.47641,9.617043359,48.47460275,35.1,151,2.030529,258.0263,1.156967,-0.005177,30.601768,8441,0,0,0,0,0,0,0,1,123,12,1,1,1,1
0,82,246.574312,79.60784,89,109,1299.5,82,10,22.88,80,14.24,7,35.294117,88,85.758804,8.972119794,49.34569577,286.1,817,1.740453,139.27939,4.296691,-0.004612,113.6474,3489,0,0,0,0,0,0,0,1,123,12,1,1,1,1
1,9,250.635229,28.62745,85,107,732.5,9,11,10.02,66.27451,14.32,7,14.901961,81,18.053846,8.235643075,48.84853752,67.4,109,1.450378,268.68723,8.726851,0.038814,,8858,0,0,0,0,0,0,0,1,123,12,1,1,1,1
